STATIONNAME,CDEC ID,USGS ID,USACE ID,CNRFC ID,lat,lon,Elevation (feet),RIVER_BASIN,COUNTY,OPERATOR,Gage Type
SAN JOAQUIN RIVER NEAR MENDOTA,MEN,11254000,,,36.810505,-120.378227,170,San Joaquin,,,river
MUD CREEK NEAR CHICO,MUC,,,,39.783356,-121.886719,170,Sacramento,,,river
SAN JOAQUIN RIVER BELOW BIFURCATION,SJB,,,,36.773,-120.286,170,San Joaquin,,,river
BLACK RASCAL DIVERSION,BDV,,,,37.3328,-120.3944,183,Merced,,,river
LINDO CHANNEL NR CHICO,LCH,,,,39.749161,-121.868896,183,Sacramento,,,river
SACRAMENTO RIVER AT VINA BRIDGE-MAIN CH,VIN,,,,39.908737,-122.092468,185,Sacramento,,,river
SACRAMENTO R AT VINA EAST BANK O/F,VNO,,,,39.908737,-122.092468,185,Sacramento,,,river
SANTA CLARA RIVER AT FREEMAN DIVERSION,STF,,,,34.2994,-119.1078,187,Santa Clara,,,river
DRY CK BLW WARM SPRINGS DAM,WRM,,,,38.7197,-122.9994,188,Russian,,,river
BUTTE CREEK NR DURHAM,BCD,,,,39.678013,-121.777481,190,Butte Creek,,,river
COYOTE CREEK AT EDENVALE,EDV,,,,37.271,-121.796,190,Coyote Wash,,,river
NAPA RIVER NEAR ST HELENA,STH,11456000,,,38.511299,-122.455811,195,Napa,,,river
BATTLE CREEK,BAT,11376550,,,40.398209,-122.146385,200,Sacramento,,,river
SAN JOAQUIN R BLW HWY 145 (SKAGGS BR),SKB,,,,36.8229,-120.0884,200,San Joaquin,,,river
VENTURA RIVER - FOSTER PARK,VFP,,,,34.35,-119.31,200,Ventura,,,river
SACRAMENTO RIVER AT TEHAMA BRIDGE,TEH,,,,40.028755,-122.117981,213,Sacramento,,,river
KINGS RIVER BELOW CRESCENT WEIR,CSW,,,,36.387,-119.876,215,Kings,,,river
EEL RIVER SF NR MIRANDA (AT SYLVANDALE),MRD,11476500,,,40.181808,-123.776146,218,Eel,,,river
SHIRLEY GULCH,SHG,,,,37.9019,-120.7589,225,San Joaquin,,,river
KINGS RIVER BELOW ARMY WEIR,AMW,,,,36.386,-119.787,230,Kings,,,river
DRY CREEK NR SNELLING,DSN,,,,37.555,-120.463,230,Merced,,,river
MILL CREEK BELOW HWY 99,MCH,,,,40.040058,-122.10463,230,Sacramento,,,river
SACRAMENTO R AT RED BLUFF DIVERSION DAM,RDB,,,,40.154362,-122.20195,236,Sacramento,,,river
RED BLUFF (ALERT),RDF,,,,40.179,-122.229,237,Sacramento,,,river
SAN JOAQUIN R AT DONNY BRIDGE,DNB,,,,36.8335,-119.9658,239,San Joaquin,,,river
ARROYO PASAJERO AT GALE AVENUE,GAL,,,,36.183,-120.058,240,Arroyo Pasajero,,,river
TULE R NR ROAD 64,TLR,,,,36.0872,-119.4289,240,Tule,,,river
ELK BAYOU,EBY,,,,36.124929,-119.356306,248,Tule,,,river
CROSS CK AT HOUSTON,CRH,,,,36.329505,-119.531387,250,Kings,,,river
BEAR RIVER AT CAMP FAR WEST DAM,CFW,,,,39.05,-121.317,260,Bear,,,river
SAN JOAQUIN R AT HWY 41,H41,,,,36.8762,-119.7932,260,San Joaquin,,,river
MERCED RIVER NEAR SNELLING,MSN,,,,37.502,-120.451,260,Merced,,,river
SAN BENITO R AT HWY 156 NEAR HOLLISTER,SBH,11158600,,,36.851898,-121.429939,260,San Benito,,,river
BULL CREEK NEAR WEOTT,BCW,11476600,,,40.351528,-124.005043,269,Eel,,,river
PARROT DIV FROM BUTTE CREEK,BPD,,,,39.708904,-121.754189,269,Butte Creek,,,river
CARMEL RIVER AT ROBLES DEL RIO,RDR,,,,36.474,-121.728,269,Carmel,,,river
BIG CHICO CREEK NEAR CHICO,BIC,,,,39.768417,-121.778603,274,Sacramento,,,river
YUBA RIVER NEAR SMARTVILLE,YRS,,,,39.235172,-121.274124,280,Yuba,,,river
SACRAMENTO RIVER AT BEND BRIDGE,BND,11377100,,,40.288486,-122.186661,286,Sacramento,,,river
MERCED R BLW CROCKER-HUFFMAN DAM,MBH,,,,37.515,-120.37,294,Merced,,,river
SAN JOAQUIN RIVER BELOW FRIANT,SJF,11251000,,,36.984394,-119.724312,294,San Joaquin,,,river
BUTTE CREEK NR CHICO,BCK,11390000,,,39.725994,-121.708862,300,Butte Creek,,,river
COTTONWOOD CREEK NEAR FRIANT,CTK,,,,36.967,-119.696,300,San Joaquin,,,river
MERCED RIVER BELOW MERCED FALLS,MMF,,,,37.522,-120.331,310,Merced,,,river
EEL RIVER AT FORT SEWARD,FSW,11475000,,,40.218201,-123.63253,320,Eel,,,river
CANTUA CREEK NEAR MT WHITNEY AVENUE,CCK,,,,36.43,-120.295,330,San Jouaquin Valley West,,,river
TRINITY RIVER AT HOOPA,HPA,11530000,,,41.04985,-123.673668,330,Trinity,,,river
DEER CREEK BELOW STANFORD VINA DAM,DVD,,,,39.963615,-122.034363,335,Sacramento,,,river
MARIPOSA CK BLW MARIPOSA DAM,MRQ,,,,37.28,-120.1617,346,Littlejohn,,,river
LITTLE DRY CREEK (USBR),LDC,,,,36.942,-119.683,350,San Joaquin,,,river
SISQUOC RIVER AT GAREY,GRY,11138500,,,34.839703,-120.168205,354,Sisquoc,,,river
OWENS CK BLW OWENS DAM,OWQ,,,,37.2733,-120.2783,357,Merced,,,river
VAN DUZEN R NR BRIDGEVILLE AT GRIZZLY CR,BRI,11478500,,,40.480415,-123.890877,358,Van Duzen,,,river
COTTONWOOD CREEK AUXILIARY GAGE,CWA,11376000,,,40.387096,-122.238609,364,Cottonwood,,,river
STONEY CK BLW BLACK BUTTE DAM,BBQ,,,,39.8186,-122.3239,366,Sacramento,,,river
COW CREEK NEAR MILLVILLE,COW,11374000,,,40.504875,-122.233055,385,Sacramento,,,river
FRESNO R BLW HIDDEN DAM,HIQ,,,,37.1044,-119.8869,385,Fresno,,,river
MILL CREEK NR LOS MOLINOS,MLM,11381500,,,40.054604,-122.024155,385,Sacramento,,,river
DEER CK AT TRENTON WEIR,DTW,,,,35.9461,-119.1808,395,Tulare,,,river
ARROYO SECO NR SOLEDAD,ASS,11152000,,,36.280521,-121.322708,399,Salinas,,,river
CACHE CREEK AT RUMSEY BRIDGE,RUM,11451800,,,38.89,-122.238,400,Cache Creek,,,river
SOUTH FORK WILLOW CREEK NEAR FRUTO,WCF,,,,39.541538,-122.390045,400,Sacramento,,,river
CHOWCHILLA R BLW BUCHANAN DAM,BCQ,,,,37.2156,-119.9903,420,Chowchilla,,,river
ALAMEDA CK BL CALAVERAS CK NR SUNOL CA,ACC,,,,37.504,-121.824,430,Alameda,,,river
KLAMATH RIVER AT ORLEANS,OLS,11523000,,,41.303459,-123.5345,430,Klamath,,,river
SALINAS RIVER NEAR BRADLEY,BRA,11150500,,,35.930244,-120.86879,443,Salinas,,,river
KAWEAH R BLW MCKAY POINT,KRM,,,,36.3878,-119.0486,454,Kaweah,,,river
ST JOHNS R BLW MCKAY POINT,JRM,,,,36.3897,-119.0483,455,Kaweah,,,river
DEER CK,DRK,,,,36.3281,-119.0789,460,Kaweah,,,river
WHITE RIVER AT ROAD 208,WRV,,,,35.859,-119.107,460,White,,,river
YOKOHL CK - GARCIA BRIDGE,YKL,,,,36.3275,-119.0792,460,Kaweah,,,river
DCID DEER CK DIVERSION NR VINA,DID,,,,40.0095,-121.95719,470,Sacramento,,,river
DEER CREEK NR VINA,DCV,11383500,,,40.014046,-121.948318,479,Sacramento,,,river
SALMON RIVER AT SOMES BAR,SMS,11522500,,,41.376514,-123.477005,483,Salmon,,,river
LOS GATOS CREEK AT EL DORADO AVENUE,EDA,,,,36.167,-120.209,490,Los Gatos Creek,,,river
FOOTHILL DITCH,FTH,,,,36.4133,-119.0131,493,Kaweah,,,river
STONY CK NR GRIZZLY FLAT (CO RD 200A),SCG,,,,39.73181,-122.413997,496,Stony Creek,,,river
RUSSIAN RIVER NEAR HOPLAND,HOP,11462500,,,39.026562,-123.130562,498,Russian,,,river
PILARCITOS CREEK BL STONE DAM,PIL,11162620,,,37.524662,-122.399414,500,Caost-San Mateo,,,river
ARROYO VALLE NR LIVERMORE,AVL,11176500,,,37.623264,-121.758842,510,East Bay,,,river
CALAVERAS R BLW NEW HOGAN DAM,NGQ,,,,38.1481,-120.8239,520,Calaveras,,,river
ENGLEBRIGHT-NARROWS (DWR),NAR,,,,39.233,-121.267,527,Yuba,,,river
SAN RAMON CK AT SAN RAMON,SRN,11182500,,,37.77306,-121.99361,530,East Bay,,,river
TULE R BLW SUCCESS DAM,SCQ,,,,36.0567,-118.9242,536,Tule,,,river
FRESNO R ABV HENLEY LAKE,FHL,,,,37.1506,-119.8561,540,Fresno,,,river
LEMONCOVE DITCH,LMN,,,,36.4153,-119.0061,546,Kaweah,,,river
COSGROVE CK NR VALLEY SPRINGS,CGV,,,,38.1361,-120.8472,547,Calaveras,,,river
PIONEER DITCH AT TRENTON WEIR,PTW,,,,36.0594,-118.9228,549,Tule,,,river
MILL CREEK NEAR PIEDRA,PDR,,,,36.819,-119.3409,550,Kings,,,river
SESPE CREEK NR FILLMORE,SSP,11113000,,,34.441662,-118.927322,565,Santa Clara,,,river
KESWICK (WATER QUALITY),KWK,11370500,,,40.600983,-122.444458,596,Sacramento,,,river
NACIMIENTO R BLW DAM,NCD,11149400,,,35.761,120.854,597,NACIMIENTO R,,,river
RUSSIAN R NR UKIAH,RRU,11461000,,,39.1956,-123.1939,599,Russian,,,river
EF RUSSIAN R BLW COYOTE DAM,CDM,,,,39.1975,-123.1864,614,Russian,,,river
MATTOLE RIVER NEAR ETTERSBURG,MRE,11468900,,,40.139309,-123.991425,626,Mattole,,,river
DEER CREEK NR SMARTVILLE,DCS,11418500,,,39.224339,-121.26857,630,Yuba,,,river
GRINDSTONE CK NR GRINDSTONE RANCHERIA,GRI,,,,39.67911,-122.53054,630,Stony Creek,,,river
SOUTH HONCUT CREEK NEAR BANGOR,SFH,,,,39.36824,-121.37188,630,Feather,,,river
ESTRELLA RIVER NEAR ESTRELLA,EST,,,,35.717,-120.639,672,Salinas,,,river
CLEAR CREEK NR IGO,IGO,11372000,,,40.513206,-122.524178,673,Sacramento,,,river
CANTUA CREEK NEAR CANTUA CREEK,CAN,,,,36.405,-120.433,680,Canutua Creek,,,river
TULE R NR SPRINGVILLE,TSG,,,,36.1006,-118.8686,680,Tule,,,river
SALINAS RIVER AT PASO ROBLES,PAS,11147500,,,35.628582,-120.684334,700,Salinas,,,river
SANTA CLARA R AT E LA FALDA WY NR PIRU,ELF,11109000,,,34.403526,-118.739143,710,Santa Clara,,,river
NF AMERICAN R AT NORTH FORK DAM,NFD,11427000,,,38.936008,-121.023834,715,American,,,river
WHITE RIVER NR DUCOR,WRD,11199500,,,35.81,118.918,715,WHITE R,,,river
ELDER CREEK NEAR PASKENTA,ECP,11379500,,,40.023766,-122.511948,718,Sacramento,,,river
THOMES CREEK AT PASKENTA,THO,,,,39.88784,-122.528564,720,Sacramento,,,river
MARSH CREEK FIRE,MRH,,,,37.8949,-121.8635,740,SF Bay,,,river
BLACK CREEK NR COPPEROPOLIS,BCC,11299600,,,37.961037,-120.615204,746,Stanislaus,,,river
SOUTH FORK EEL RIVER AT LEGGETT,LEG,11475800,,,39.874596,-123.720581,747,Eel,,,river
SF TULE R NR SUCCESS,TSC,,,,36.0425,-118.8567,770,Tule,,,river
ARROYO HONDO NR SAN JOSE CA,AHD,11173200,,,37.461605,-121.769394,784,Alameda,,,river
LOS LAURELES CANYON,LLC,11123500,,,34.543602,-119.864861,788,Santa Ynez,,,river
COSUMNES R N FORK NR EL DORADO,CNF,,,,38.589031,-120.84449,840,Cosumnes,,,river
O'KANE (BLUE LAKE),OKN,11481500,,,40.905964,-123.815338,850,Redwood Creek,,,river
SAN JOAQUIN RIVER NEAR AUBERRY,SJA,,,,37.132,-119.531,870,San Joaquin,,,river
MURRAY CK NR SAN ANDREAS,MSA,,,,38.2116,-120.6751,880,Mokelumne,,,river
STONY CREEK NR SUWANNA RANCH (CO RD 410),SUW,,,,39.484825,-122.514133,890,Stony Creek,,,river
MIDDLE FORK EEL RIVER NEAR DOS RIOS,DOS,11473900,,,39.706268,-123.325294,900,Eel,,,river
PUTAH CREEK NEAR GUENOC,PCG,11453500,,,38.77879,-122.517479,914,Putah Creek,,,river
BEAR CK AB HOLSTEN CYN NR RUMSEY,BRK,11451715,,,38.957554,-122.342751,920,Cache Creek,,,river
ALAMEDA CK ABOVE DIV DAM NR SUNOL CA,ACD,11172945,,,37.497437,-121.773567,930,Alameda,,,river
AMERICAN RIVER AT CHILI BAR,CBR,,,,38.772,-120.816,931,American,,,river
KINGS R NR TRIMMER,KRT,,,,36.8747,-119.1408,942,Kings,,,river
TRINITY RIVER NEAR BURNT RANCH,TBR,11527000,,,40.78875,-123.440041,944,Trinity,,,river
WARTHAN CREEK,WRT,,,,36.098,-120.443,989,Los Gatos Creek,,,river
SOUTH FORK BATTLE CREEK NEAR MANTON,BAS,,,,40.405804,-121.980675,997,Sacramento,,,river
NORTH FORK BATTLE CREEK NEAR MANTON,BNF,,,,40.424332,-121.986946,998,Sacramento,,,river
NF KINGS RIVER BLW DINKEY CREEK,NKD,,,,36.88,-119.128,1035,Kings,,,river
PIT RIVER NEAR MONTGOMERY CREEK,PMN,,,,40.843,-122.016,1036,Pit,,,river
YUBA RIVER AT JONES BAR,JBR,,,,39.292,-121.104,1060,Yuba,,,river
MIDDLE FK AMERICAN R NR OXBOW PH,OXB,,,,39.006,-120.76,1070,American,,,river
SACRAMENTO RIVER AT DELTA,DLT,11342000,,,40.939594,-122.417236,1075,Sacramento,,,river
LOS GATOS CREEK NEAR COALINGA,LGC,11224500,,,36.214676,-120.470711,1080,Los Gatos Creek,,,river
PUTAH CK BLW DRY CK AT MIDDLETOWN,PBM,,,,38.76,-122.6153,1080,Putah Creek,,,river
WHITE RIVER NEAR COHO,WRC,,,,35.817,-118.84,1080,White,,,river
MCCLOUD RIVER ABOVE SHASTA LAKE,MSS,,,,40.958,-122.219,1100,McCloud,,,river
MERCED RIVER NEAR BRICEBURG,MBB,,,,37.5989,-119.9781,1150,Merced,,,river
NORTH FORK CACHE CREEK NR CHALK MOUNTAIN,NCC,,,,39.069504,-122.584328,1175,Cache Creek,,,river
INDIAN CREEK NEAR HAPPY CAMP,IHC,11521500,,,41.835125,-123.38311,1198,Klamath,,,river
CACHE CREEK AT LOWER LAKE,LWL,,,,38.924,-122.565,1280,Cache Creek,,,river
RAINBOW DIVERSION DAM,RBW,,,,39.371,-122.605,1297,Stony Creek,,,river
NORTH FORK FEATHER RIVER AT PULGA,NFP,,,,39.794,-121.451,1305,Feather,,,river
CLEAR LAKE AT LAKEPORT,CKL,,,,39.039,-122.912,1318,Cache Creek,,,river
DINKEY CK SIPHON,DKS,,,,36.9081,-119.1242,1320,Kings,,,river
KLAMATH RIVER NEAR SEIAD VALLEY,KSV,11520500,,,41.853737,-123.232277,1320,Klamath,,,river
BEAR CANYON CK AT ANDERSON SPRINGS RD,BAN,,,,38.77528,-122.68861,1330,Putah Creek,,,river
WQ15,Q15,,,,39.42767,-123.358,1334,Eel,,,river
WQ09,Q09,,,,39.41096,-123.34,1338,Eel,,,river
WQ14,Q14,,,,39.4225,-123.344,1340,Eel,,,river
WQ13,Q13,,,,39.42057,-123.343,1342,Eel,,,river
WQ17,Q17,,,,39.43056,-123.355,1343,Eel,,,river
KELSEY CK BLW KELSEYVILLE,KCK,,,,39.0084,-122.839218,1345,Sacramento,,,river
NF TRINITY RIVER AT HELENA,NTR,,,,40.782,-123.127,1345,Trinity,,,river
WQ10,Q10,,,,39.41942,-123.341,1350,Eel,,,river
WQ07,Q07,,,,39.41096,-123.341,1352,Eel,,,river
WQ12,Q12,,,,39.41833,-123.341,1358,Eel,,,river
MIDDLE CK NR UPPER LAKE,MCU,,,,39.182552,-122.911842,1360,Sacramento,,,river
WQ05,Q05,,,,39.39896,-123.341,1360,Eel,,,river
WQ08,Q08,,,,39.40978,-123.34,1361,Eel,,,river
WQ11,Q11,,,,39.42124,-123.341,1361,Eel,,,river
WQ06,Q06,,,,39.40728,-123.343,1363,Eel,,,river
MERCED RIVER AT FERGUSON SLIDE DOWNSTRM,FS2,,,,37.660086,-119.900683,1371,Merced,,,river
PUMPING PLANT @MIDDLE CREEK,PMC,,,,39.142315,-122.902275,1380,Cache Creek,,,river
WEST BRANCH FEATHER RIVER NEAR MAGALIA,WFR,,,,39.813984,-121.571182,1380,Feather,,,river
WQ04,Q04,,,,39.39646,-123.342,1383,Eel,,,river
MERCED RIVER AT FERGUSON SLIDE UPSTREAM,FS1,,,,37.655171,-119.897264,1385,Merced,,,river
SCOTTS CK NR LAKEPORT,SCS,,,,39.095448,-122.961044,1400,Sacramento,,,river
TRINITY R ABV NF TRINITY NR HELENA,NFH,11526400,,,40.766533,-123.114479,1410,Trinity,,,river
NORTH FORK CACHE CREEK ABOVE SLIDE,NCU,,,,39.071087,-122.541618,1440,Cache Creek,,,river
TRINITY R AT JUNCTION CITY,TJC,11526250,,,40.728477,-123.061974,1445,Trinity,,,river
WQ03,Q03,,,,39.37711,-123.328,1447,Eel,,,river
WQ01,Q01,,,,39.37687,-123.326,1454,Eel,,,river
INDIAN VALLEY,INV,,,,39.083,-122.533,1502,Cache Creek,,,river
N FORK CACHE CREEK AT HOUGH SPRINGS,NFC,11451100,,,39.165447,-122.619987,1534,Cache Creek,,,river
ELDERBERRY CANYON CK,EDB,,,,34.52335,-118.62362,1554,Santa Clara,,,river
FEATHER RIVER AT MERRIMAC,MER,,,,39.709,-121.27,1560,Feather,,,river
TRINITY RIVER AT DOUGLAS CITY,DGC,11525854,,,40.645279,-122.956665,1600,Trinity,,,river
FISH CANYON CK,FCK,,,,34.60306,-118.66083,1647,Santa Clara,,,river
COSUMNES R MID FORK NR SOMERSET,CMF,,,,38.624508,-120.702454,1648,Cosumnes,,,river
TRINITY RIVER BELOW LIMEKILN GULCH,TLK,11525655,,,40.673,-122.919,1650,Trinity,,,river
CASTAIC CANYON CK Z3-2388,CSK,,,,34.6061,-118.6656,1651,Santa Clara,,,river
INDIAN CK NR DOUGLAS CITY,ICD,,,,40.6519,-122.9133,1670,Trinity,,,river
ELIZABETH CANYON CK,ECC,,,,34.576,-118.556,1680,Santa Clara,,,river
GRASS VALLEY CK NR LEWISTON,GVC,11525630,,,40.686535,-122.861137,1680,Trinity,,,river
RUSH CREEK NEAR LEWISTON,RCL,11525530,,,40.725,-122.834,1700,Trinity,,,river
LEWISTON (WATER QUALITY),LWS,11525500,,,40.719311,-122.803635,1830,Trinity,,,river
OREGON CREEK BELOW LOG CABIN,LCB,,,,39.445,-121.058,1913,Yuba,,,river
BEAR R AT ROLLINS RESERVOIR,BRE,,,,39.133,-120.953,1945,Bear,,,river
MIDDLE YUBA RIVER BELOW OUR HOUSE DAM,ORH,,,,39.412,-120.997,1958,Yuba,,,river
BUTTE CREEK NEAR DE SABLA,BBD,,,,39.900196,-121.625313,2000,Butte Creek,,,river
N YUBA R. ABV SLATE CK NR STRAWBERRY,NYS,,,,39.5247,-121.0906,2000,Yuba,,,river
SHASTA RIVER NEAR YREKA,SRY,11517500,,,41.822918,-122.595581,2000,Shasta,,,river
N FK KINGS R ABV DINKET CK,NDC,,,,36.915,-119.1206,2001,Kings,,,river
GRASS VLY CR AT FAWN LODGE NR LEWISTON,GVF,11525600,,,40.676,122.829,2050,TRINITY R,,,river
KERN R BL KERN CYN PH DIV DAM KE-16,KRD,,,,35.4602,-118.7804,2100,Kern,,,river
MCCLOUD R AT AH-DI-NA,MCA,,,,41.1105,-122.0967,2130,McCloud,,,river
ANGELS CK BLW MURPHYS,MUR,,,,38.1381,-120.3386,2138,Calaveras,,,river
CHERRY CK BL DION R PH NR MATHER,CBD,11278400,,,37.890202,-119.969902,2150,Tuolumne,,,river
KLAMATH RIVER BELOW IRON GATE DAM,KIG,11516530,,,41.927917,-122.444191,2162,Klamath,,,river
TUOLUMNE R BL EARLY INTAKE NEAR MATHER,TBI,11276900,,,37.881592,-119.970184,2200,Tuolumne,,,river
CHERRY CREEK NEAR EARLY INTAKE,CEI,11278300,,,37.894367,-119.962685,2272,Tuolumne,,,river
FRESNO R LEWIS FORK NR OAKHURST,FRU,,,,37.345,-119.6392,2295,Fresno,,,river
KELSEY CK NR HOBERGS,KCH,,,,38.8531,-122.7589,2300,Putah Creek,,,river
W-26 WILLOW CREEK AT REX RANCH,WCR,,,,37.1919,-119.493,2300,San Joaquin,,,river
YREKA CREEK AT ANDERSON GRADE ROAD,YCK,,,,41.771958,-122.604346,2400,Shasta,,,river
TUOLUMNE R ABV EARLY INTAKE NEAR MATHER,TAI,11276600,,,37.879368,-119.947128,2420,Tuolumne,,,river
SAN JOAQUIN NO. 1 CONDUIT,S1C,,,,37.2831,-119.815,2450,San Joaquin,,,river
N YUBA R BLW GOODYEARS BAR,GYB,11413000,,,39.524895,-120.938004,2453,Yuba,,,river
SHASTA RIVER NEAR MONTAGUE,SRM,11517000,,,41.70903,-122.538078,2458,Shasta,,,river
W14 WILLOW CK DIV TO NO. 1 CONDUIT,W14,,,,37.2073,-119.4973,2472,San Joaquin,,,river
SHASTA R BLW CTY RD A-12 NR GRENADA,SBG,,,,41.64907,-122.49917,2490,Shasta,,,river
TRINITY R ABV COFFEE CR NR TRINITY CTR,TRC,11523200,,,41.111256,-122.705582,2537,Trinity,,,river
BOREL CANAL BLW ISABELLA DAM,BCI,,,,35.4756,-118.4692,2540,Kern,,,river
SHASTA R AT GRENADA PUMP PLANT,SPU,,,,41.61,-122.47111,2560,Shasta,,,river
PARKS CK NR BIG SPRINGS,PBS,,,,41.579342,-122.43309,2596,Shasta,,,river
PIRU CREEK BLW BUCK CR NR PYRAMID LAKE,PIR,,,,34.665,-118.823,2600,Piru,,,river
SCOTT RIVER NEAR FORT JONES,SFJ,11519500,,,41.64069,-123.015038,2623,Klamath,,,river
KERN R AT KERNVILLE,KKV,,,,35.7544,-118.4225,2635,Kern,,,river
S. FK WILLOW CK BLW BROWN'S CK DIV DAM,SWC,,,,37.2929,-119.5006,2635,San Joaquin,,,river
MOJAVE RIVER - VICTORVILLE,MVV,,,,34.57,-117.32,2643,Mojave,,,river
SHACKLEFORD CK NR MUGGINSVILLE,SCK,,,,41.624813,-122.965668,2690,Scott,,,river
MAD R ABV RUTH RESERVOIR NR FOREST GLEN,MRF,11480390,,,40.284313,-123.335304,2700,Mad,,,river
MCCLOUD RIVER NEAR MCCLOUD,MCD,,,,41.186,-122.059,2711,McCloud,,,river
GRASS VALLEY CREEK,GVO,,,,40.625,-122.76,2715,Trinity,,,river
PARKS CK NR EDGEWOOD,PCE,,,,41.4921,-122.4711,2778,Shasta,,,river
PIT R BELOW PIT #1 PH NEAR FALL R MILLS,PP1,11355010,,,40.983219,-121.511925,2798,Pit,,,river
MF TUOLUMNE R NR OAKLAND REC CAMP,MTO,,,,37.8283,-120.1081,2800,Tuolumne,,,river
N FK COTTONWOOD CK ABV LK AT BRDG NR ONO,NCO,,,,40.535835,-122.674843,2800,Cottonwood,,,river
SF TUOLUMNE R NR OAKLAND REC CAMP,STO,,,,37.8217,-120.0119,2800,Tuolumne,,,river
NF WILLOW CK BLW MANZANITA DAM,NMD,,,,37.2444,-119.5161,2819,San Joaquin,,,river
FRENCH CK @HWY 3 NR CALLAHAN,FCC,,,,41.411747,-122.858826,2840,Scott,,,river
MILL CK NR MUGGINSVILLE,MNM,,,,41.581528,-122.960587,2840,Scott,,,river
BW-12 IMPORT TO BUTTE CREEK,BBW,,,,39.885731,-121.610329,2882,Butte Creek,,,river
N FORK KINGS RIV BLW BALCH DIV DAM,NKB,,,,36.903,-119.05,2890,Kings,,,river
SOUTH FORK KERN RIVER NEAR ONYX,SKO,11189500,,,35.737453,-118.173691,2900,Kern,,,river
NF OF MF TULE R NR SPRINGVILLE,TSP,,,,36.1747,-118.6947,2920,Tule,,,river
MWCD PARKS CK DIVERSION NR EDGEWOOD,MPD,,,,41.451805,-122.447647,3000,Shasta,,,river
SHASTA R NR EDGEWOOD,SRE,,,,41.472881,-122.4394,3000,Shasta,,,river
PARKS CK BLW MWCD DIVERSION NR EDGEWOOD,PME,,,,41.45293,-122.44748,3010,Shasta,,,river
INDIAN CREEK BELOW INDIAN FALLS,ICR,,,,40.056,-120.962,3100,Feather,,,river
SUGAR CK NR CALLAHAN,SGN,,,,41.328594,-122.843391,3130,Scott,,,river
SPANISH CK ABV BLACKHAWK CK AT KEDDIE,SPK,11402000,,,40.002949,-120.954399,3130,Feather,,,river
NO FK WILLOW CK BLW BASS LAKE,WCB,,,,37.2933,-119.5278,3200,San Joaquin,,,river
HAT CK BLW HAT CK,HCB,,,,40.862522,-121.552307,3284,Hat,,,river
PG&E CONDUIT #3 NR BASS LAKE,C3B,,,,37.2892,-119.5289,3300,San Joaquin,,,river
DARBEE DITCH NR CALLAHAN,DDC,,,,41.316,-122.8686,3400,Scott,,,river
SUGAR CK BLW DARBEE DITCH NR CALLAHAN,SDA,,,,41.315681,-122.869484,3400,Scott,,,river
TUOLUMNE RIVER NEAR HETCH HETCHY,TRH,11276500,,,37.93742,-119.798233,3430,Tuolumne,,,river
WEST FORK MOJAVE RIVER UPPER CLEGHORN,WFM,,,,34.285,-117.3711,3550,Mojave,,,river
BROWNS CK DIVERSION CANAL NR BASS LAKE,BWD,,,,37.2886,-119.5192,3583,San Joaquin,,,river
EAST FK OF WEST FK MOJAVE R UPR MILLER,EFM,,,,34.2703,-117.2919,3590,Mojave,,,river
S.F. KINGS R ABV BOYDEN CAVERN,KBC,,,,36.80889,-118.77806,3779,Kings,,,river
TUOLUMNE R AT THE GRAND CYN OF TUOLUMNE,TGC,11274790,,,37.916588,-119.659897,3830,Tuolumne,,,river
AMERICAN SF NR KYBURZ,AMK,,,,38.764,-120.325,3840,American,,,river
MERCED R AT POHONO BR NR YOSEMITE,POH,11266500,,,37.716873,-119.666275,3862,Merced,,,river
NF OF MF TULE R BLW DOYLE SPRINGS,TDO,,,,36.2047,-118.6672,3920,Tule,,,river
JT14 DOYLE SPRINGS DIVERSION,DSR,,,,36.189,-118.66596,3940,Tule,,,river
SOUTH FORK MERCED RIVER AT WAWONA,SMW,,,,37.5417,-119.6722,3960,Merced,,,river
MERCED R AT HAPPY ISLES BR NR YOSEMITE,HIB,11264500,,,37.731594,-119.558777,4016,Merced,,,river
SUSAN R NR STANDISH,SSD,,,,40.381092,-120.435036,4030,Susan,,,river
WILLOW CREEK NEAR STANDISH,WCD,,,,40.381168,-120.434998,4030,Susan,,,river
SUSAN RIVER AT SUSANVILLE,SSU,,,,40.413715,-120.664223,4190,Susan,,,river
PIT RIVER NEAR CANBY,PCN,11348500,,,41.406002,-120.927742,4266,Pit,,,river
HAT CK NR HAT CK,HCN,,,,40.68911,-121.422783,4274,Hat,,,river
MUCK VALLEY DIVERSION (PG&E),MVD,,,,41.015,-121.155,4300,Pit,,,river
CHERRY CK BL VALLEY DAM NR HETCH HETCHY,CBV,11277300,,,37.967701,-119.917404,4337,Tuolumne,,,river
TRUCKEE RIVER AT KIETZKE,KZK,,,,39.531,-119.785,4432,Truckee,,,river
LOST RIVER,LRS,,,,41.926,-121.075,4480,Klamath,,,river
ELEANOR CK NR HETCH HETCHY,ECK,11278000,,,37.96909,-119.882126,4500,Tuolumne,,,river
SF PIT RIVER NEAR LIKELY,PLK,11345500,,,41.230728,-120.437172,4508,Pit,,,river
UPPER CHERRY CK,UCC,,,,38.031331,-119.901417,4750,Tuolumne,,,river
HUMBOLDT R AT PALISADES,PSD,,,,40.6075,-116.201,4826,Humboldt,,,river
MIDDLE FORK FEATHER RIVER NEAR PORTOLA,MFP,,,,39.818951,-120.444878,4850,Feather,,,river
